Name,Country,priority_rank,area_km2,percentage_protected,mean_HII,priority_set
Stephney Johns Vale - Bull Head,Jamaica,429,192.91,77.97,23.18,1
Kemmangundi and Bababudan Hills,India,430,381.63,8.77,17.3,1
Ambohitantely Special Reserve,Madagascar,431,202.81,48.38,15.07,1
Delgoda / Kudumiriya / Kobahadukanda,Sri Lanka,432,58.15,5.88,17.96,1
Parque Nacional Podocarpus,Ecuador,433,1675.13,92.83,14.79,1
Barbilla-Pacuare,Costa Rica,434,752.65,51.8,22.12,1
Anjozorobe - Angavo - Tsinjoarivo Corridor,Madagascar,435,264.06,0,18.08,1
Helvecia,Brazil,436,196.65,0,17.78,1
Veracruz/Puebla Volcanoes,Mexico,437,3776.23,16.79,21.67,1
Emei Shan Natural and Historical Heritage Reserve (Emei Shan IBA),China (mainland),438,401.55,10.44,20.74,1
Pagai Utara,Indonesia,439,605.16,0,13.24,1
Cozumel,Mexico,440,493.5,92.16,24.23,1
Nahuelbuta Range,Chile,441,122.4,86.67,14.92,1
Yele Nature Reserve,China (mainland),442,325.43,98.15,16.73,1
Phara,Peru,443,180.3,0,16.3,1
Moya area,Comoros,444,6.73,0,19.73,1
La Victoria,Colombia,445,27.42,37.5,17.98,1
Kadakachang (Katakatchang),India,446,20.22,16.67,27.29,1
West Coast,St Helena (to UK),447,19.85,0,NA,1
Thaishola,India,448,33.77,0,14.73,1
Majimbini Forest Reserve,Mayotte (to France),449,26.86,0,24.78,1
Bhagimalai Reserve Forest - Subramanya Reserve Forest,India,450,13.43,0,15.37,1
Firjih/Central Socotra,Yemen,451,13.44,0,15.02,1
South Anjanaharibe Special Reserve and extension,Madagascar,452,386.21,70.69,11.65,1
Chongming Dongtan Nature Reserve,China (mainland),453,120.31,14.64,19.4,1
Isla Santa María,Chile,454,21.98,0,7.72,1
Vallée de la Papenoo,French Polynesia,455,134.51,0,14.09,1
North-east coast,St Lucia,456,63.46,57.89,34.14,1
Fortuna Forest Reserve,Panama,457,285.81,25,21.96,1
La Amistad International Park (part of La Amistad and Surrounding Areas AZE),Panama,458,1838.58,99.63,27.18,1
Nelliyampathy (Nemmara Division),India,459,314.74,2.15,15.85,1
El Pital (part of El Pital transboundary AZE),El Salvador,460,76.72,0,26.08,1
"Middle Ridge, Babeldaob",Palau,461,170.65,44,21.72,1
Zacualtipan de los Angeles,Mexico,462,615.01,15.19,25.84,1
Santa Teresa,Brazil,463,330.15,34.32,16.89,1
Cordillera Central,Puerto Rico (to USA),464,349.95,69.16,33.8,1
Nug-as and Mount Lantoy,Philippines,465,189.95,0,24.47,1
Romblon Island,Philippines,466,77.28,0,14.06,1
Gunung Pancar,Indonesia,467,17.1,80,23.67,1
Vanikoro,Solomon Islands,468,171.93,0,12.11,1
Kagneri Reserve Forest,India,469,33.57,0,16.72,1
Proposed Central Pacific World Heritage Site,Cook Islands,470,10.27,0,NA,1
Gunung Unggaran,Indonesia,471,119.54,5.71,22.57,1
Gau Marine,Fiji,472,81.86,76.01,10.56,1
Tacana-Tajumulco (part of Guatemalan/Mexican Pacific Coastal Mountains AZE),Guatemala,473,1652.22,22.53,22.75,1
San Martin,Mexico,474,171.57,5.66,16.61,1
Bosque Protector Puyango,Ecuador,475,65.25,0,16.86,1
Rigny Bay Complex,Madagascar,476,124.37,0,19.56,1
Kauai Forests and Uplands,USA,477,851.65,5.62,21.78,1
Njinsing - Tabenken,Cameroon,478,23.94,0,17.86,1
Bau Limestone,Malaysia,479,154.85,0,23.69,1
Ruteng,Indonesia,480,585.34,80.23,18.3,1
Pemba Island,Tanzania,481,935.91,0,20.07,1
Rapa,French Polynesia,482,3.05,0,6.55,1
Hanalei National Wildlife Refuge,USA,483,6.37,0,32.87,1
Beaver Island Group,Falkland Islands (Malvinas),484,42.53,0,4,1
Baw-Baw National Park,Australia,485,233.75,98.84,7.23,1
"Western Ridge, Babeldaob",Palau,486,40.95,41.67,18.02,1
Johnson Mountain Hills,Jamaica,487,13.07,0,26.46,1
Kellets Camperdown Area,Jamaica,488,78.5,33.33,24.36,1
Montagne d'Ambre National Park and Special Reserve,Madagascar,489,430.04,92.18,18.95,1
San Jose de Lourdes,Peru,490,82.29,0,20.28,1
Dellawa / Diyadawa,Sri Lanka,491,109.48,46.88,16.46,1
Yemen - Takamaka,Mauritius,492,29.04,33.33,26.33,1
Dolphin Head,Jamaica,493,104.55,46.87,34.85,1
Yaeyama islands,Japan,494,545.59,90.81,42.23,1
La Esperanza,Peru,495,37.61,36.36,20.92,1
Gunung Penrissen,Malaysia,496,144.55,0,20.57,1
Marafa,Kenya,497,48.12,0,19.69,1
Perairan Talaud Selatan,Indonesia,498,75.56,0,14.5,1
Islands off Sir Bani Yas island,United Arab Emirates,499,56.47,0,23.02,1
Idukki Wildlife Sanctuary,India,500,305.3,1.11,20.32,1
Diaoluoshan,China (mainland),501,238,17.81,14.18,1
Mutsamudu area,Comoros,502,20.19,0,27.12,1
Khonoma Nature Conservation and Tragopan Sanctuary,India,503,40.36,7.69,17.86,1
Northern Range,Trinidad and Tobago,504,602,62.92,27.86,1
Cuenca del Río Toche,Colombia,505,308.82,35.55,14.9,1
Kokolomboi,Indonesia,506,688.26,0,15.47,1
Pueblo Viejo de Ura,Colombia,507,184.82,0,19.13,1
Delwela / Panilkanda / Walankanda,Sri Lanka,508,64.98,47.37,17.19,1
Zumba-Chito,Ecuador,509,253.81,0,16.62,1
Cockpit Country,Jamaica,510,653.63,69,24.74,1
Yumbu - Kandara,Indonesia,511,105.19,0,21.05,1
Cañon del Rio Guatiqua and surroundings,Colombia,512,343.26,15,22.23,1
Delma,United Arab Emirates,513,25.06,0,24.47,1
Yanuncay-Yanasacha,Ecuador,514,522.5,21.71,20.47,1
Este Central,Puerto Rico (to USA),515,235.44,2.78,44.16,1
Mount Halcon,Philippines,516,576.5,0,15.35,1
East Mengen,Papua New Guinea,517,723.1,12.8,13.8,1
Menabe Central Corridor NPA,Madagascar,518,1019.15,0,13.53,1
Pande Game Reserve and Dondwe Coastal Forests,Tanzania,519,30.77,0,16.31,1
Karawita,Sri Lanka,520,64.97,5.26,22.42,1
Cordillera de Talamanca Norte,Costa Rica,521,3210.78,58.25,21.75,1
Mashpi-Pachijal,Ecuador,522,265.05,0,20.52,1
Coiba National Park,Panama,523,508.54,0,10.75,1
Mount Rata and Rumpi Hills Forest Reserve,Cameroon,524,682.51,0,15.06,1
Reserva Ecológica Cotacachi-Cayapas,Ecuador,525,4054.73,66.3,13.9,1
Mont Nlonako,Cameroon,526,771.76,0,15.71,1
Omiltemi-Obispo,Mexico,527,1815.82,5.06,20.3,1
Tangamalai,Sri Lanka,528,17.09,80,31.54,1
Siniyah island,United Arab Emirates,529,6.21,0,25.71,1
Echuya Forest Reserve,Uganda,530,75.71,90.91,23.89,1
N'Gouja Protected Area,Mayotte (to France),531,6.71,0,20.42,1
West Point Island Group,Falkland Islands (Malvinas),532,32.28,0,8,1
Babeldaob and Koror Mangrove Forests,Palau,533,30.71,33.34,18.3,1
Northern Forested Ghauts,Montserrat (to UK),534,46.14,64.29,25.02,1
Perairan Taliabu Utara,Indonesia,535,51.61,0,12.69,1
Crêtes du Sud Forest Reserve,Mayotte (to France),536,46.97,42.86,21.26,1
Binsar Wildlife Sanctuary,India,537,98.67,0,16.78,1
Mount Harriet National Park,India,538,90.98,55.56,22.09,1
Yasat islands,United Arab Emirates,539,9.42,0,14,1
Ribeirinha,Portugal,540,8.07,0,23.34,1
Serras das Lontras e do Javi,Brazil,541,166.11,92,16.34,1
Tiquibuzo,Ecuador,542,106.64,0,19.61,1
La Tagua,Ecuador,543,116.76,23.53,15.92,1
Mount Kangbulagsing and Mount Lanaya,Philippines,544,67.86,5,22.96,1
Neiba d’Haïti,Haiti,545,189.09,6.9,20.18,1
Mount Nimba (part of Mount Nimba transboundary AZE),Côte d'Ivoire,546,358.33,48.57,21.62,1
Carretera Otuzco-Huamachuco 1,Peru,547,207.93,0,18.44,1
Central Pacific Mangrooves,Costa Rica,548,149.41,9.09,29.3,1
Shendurney Wildlife Sanctuary,India,549,221.06,33.85,22.76,1
Isla Cedros,Mexico,550,354.99,0,5.56,1
Central Forest Reserve,St Vincent and the Grenadines,551,150.78,80,37.75,1
Nan L’État,Haiti,552,45.48,0,14.35,1
Isla Guadalupe,Mexico,553,240.75,0,NA,1
14 km west of Saladas,Argentina,554,206.05,0,17.67,1
Mulu - Buda Protected Area,Malaysia,555,858.29,10.8,6.01,1
Reserva Ecológica Los Illinizas y alrededores,Ecuador,556,1597.08,76.29,18.66,1
Mpanga Village,Tanzania,557,3.43,0,10,1
Nusa Penida,Indonesia,558,183.72,0,15,1
Massif de la Selle,Haiti,559,2136.8,1.53,19.85,1
"Great Nicobar, Little Nicobar",India,560,1041.9,62.3,13.41,1
Mont Nganha,Cameroon,561,235.55,0,15.68,1
Guaneras sur de Camarones,Chile,562,6.5,0,8,1
Haputale,Sri Lanka,563,13.67,0,33.07,1
Tomil Marsh/Mangrove,"Micronesia, Federated States of",564,3.39,0,16.51,1
Gefersa reservoir,Ethiopia,565,13.6,0,23.33,1
Pomoni area,Comoros,566,23.55,0,21.4,1
Palo Seco Protection Forest,Panama,567,2124.64,99.52,19.65,1
North of Wuguf Plain,Syria,568,52.47,0,26.41,1
Ngaoundaba Ranch,Cameroon,569,40.99,0,15.22,1
Cerros de Tapalapa,Mexico,570,19.73,0,19.56,1
Main Ridge,Jamaica,571,49.08,0,28.31,1
Puracé (Parque Nacional Natural Puracé IBA),Colombia,572,945.96,94.91,17.76,1
Goodenough Mountains,Papua New Guinea,573,298.9,90.91,18.87,1
Estuario del Río Gallegos,Argentina,574,89.8,28.54,13.6,1
Passage Islands Group,Falkland Islands (Malvinas),575,4.28,0,4,1
East Kadavu,Fiji,576,113.92,34.29,10.36,1
Mankubsa - Welenso forest,Ethiopia,577,222.83,0,13.62,1
Amanawala,Sri Lanka,578,23.91,0,23.57,1
Elbeyli,Turkey,579,30.38,0,18.84,1
Mount Malindang Natural Park,Philippines,580,565.43,83.74,21.5,1
Zahamena National Park and Strict Reserve,Madagascar,581,849.58,67.58,10.22,1
Catadupa,Jamaica,582,274.61,39.29,26.96,1
Nabukelevu,Fiji,583,81.31,4,8.58,1
Oki islands,Japan,584,327.76,70.36,23.22,1
Región del Alto Calima,Colombia,585,278.18,27.16,15.79,1
Morapitiya-Runakanda,Sri Lanka,586,99.19,10.35,17.25,1
Menagesha State Forest,Ethiopia,587,142.8,0,22.53,1
Banyang Mbo Wildlife Sanctuary,Cameroon,588,891.09,94.23,18.65,1
Coamo Springs,Puerto Rico (to USA),589,52.37,0,39,1
Tuyen Lam,Vietnam,590,70.74,23.81,16.92,1
La Bonita-Santa Bárbara,Ecuador,591,199.64,0,16.74,1
Pan de Olla,Mexico,592,427.44,5.3,33.77,1
Asir National Park,Saudi Arabia,593,144.05,0,10.05,1
Mangabe-Ranomena-Sasarotra NPA,Madagascar,594,367.48,0,18.88,1
Páramos del Sur de Antioquia,Colombia,595,154.17,0,14.21,1
Montanas Los Ageles-Soloma-Todos Santos Cucumatanes,Guatemala,596,2971.23,5.36,20.56,1
"Mauna Kea, Hawaii (Mauna Kea Mamane-Naio Forest IBA)",USA,597,375.66,9.48,7.83,1
Montagne d'Ambre Future SAPM,Madagascar,598,80.67,0,13.34,1
Huben,Taiwan,599,56.72,83.33,17.73,1
Ternate - Hiri,Indonesia,600,20.65,0,19.55,1
Babeldaob Upland Forest,Palau,601,98.98,37.93,18.74,1
Parque Nacional Cerros de Amotape,Peru,602,1833.69,99.81,10.1,1
Guaniquilla and Boquerón,Puerto Rico (to USA),603,36.01,45.45,34.07,1
Graciosa,Portugal,604,24.06,55.56,30.81,1
Shuqaiq mangrove,Saudi Arabia,605,3.28,0,23.51,1
Kao,Indonesia,606,44.74,0,18.9,1
Sesok,Indonesia,607,112.27,0,12,1
Enclave Seco del Río Dagua,Colombia,608,144.27,64.28,28.62,1
Cochabamba,Peru,609,81.49,0,15.83,1
Namunukula,Sri Lanka,610,20.5,66.67,19.63,1
Takutea Marine,Cook Islands,611,3.24,0,NA,1
North Efate,Vanuatu,612,387.19,51.69,19.19,1
Port-de-Paix,Haiti,613,301.02,0,26.01,1
Alamor-Celica,Ecuador,614,113.32,0,19.05,1
Bongolava Classified Forest (Marosely) NPA,Madagascar,615,728.3,0,17.32,1
Tanah Putih,Indonesia,616,92.93,0,8.46,1
Sibutu and Tumindao Islands,Philippines,617,96.05,0,14.02,1
Lake Naujan National Park,Philippines,618,204.47,16.39,24.88,1
Vanua Lava Marine,Vanuatu,619,96.88,0,12.45,1
Kolombangara Upland Forest,Solomon Islands,620,409.07,0,14.19,1
Bawangling,China (mainland),621,413.2,39.38,16.9,1
East coast mountains,Mauritius,622,106.54,0,27.04,1
Buin,Papua New Guinea,623,1579.93,0,17.88,1
Attapadi Reserve Forest,India,624,216.19,0,14.63,1
Shiradi Shisale Reserve Forest,India,625,171.14,0,16.83,1
Maquipucuna-Río Guayllabamba,Ecuador,626,251.28,0,22.4,1
Wiñapajatun,Peru,627,132.34,0,12.47,1
Mbeliling - Tanjung Kerita Mese,Indonesia,628,377.69,0,12.91,1
Armando Bermudez National Park,Dominican Republic,629,1017.72,99.68,19.39,1
Refugio Río Claro,Colombia,630,13.7,0,16.61,1
Peleliu,Palau,631,20.5,0,12.98,1
San Quintín,Mexico,632,23.73,0,27.76,1
Ovalau Highlands,Fiji,633,85.27,23.08,21.88,1
Praipaha Mandahu,Indonesia,634,54.28,0,10.41,1
Puxiong in Yuexi county,China (mainland),635,459.17,87.49,15.92,1
Reserva Buenaventura,Ecuador,636,13.74,0,18.9,1
Bosque Protector Los Cedros,Ecuador,637,151.46,2.27,16.47,1
Mount Diablo,Jamaica,638,127.51,51.28,27.11,1
Domoni area,Comoros,639,16.82,0,24.91,1
Kiriwina,Papua New Guinea,640,248.49,0,21.57,1
"Shu'ub Coast / Coast of Bindar Di-Sha'b, Socotra",Yemen,641,67.2,0,15.18,1
Sooretama / Linhares,Brazil,642,797.04,49.82,15.1,1
Mohéli coral reefs - outside of Marine Park,Comoros,643,57.18,17.64,21.98,1
Cuchilla de San Lorenzo,Colombia,644,401.79,11.76,23.91,1
Carpish,Peru,645,2477.05,0,17.75,1
Balabac Island,Philippines,646,337.49,0,15.73,1
Navua Gorge,Fiji,647,58.93,5.55,10.8,1
Mount Kambinlio and Mount Redondo,Philippines,648,406.69,0.83,17.83,1
Mount Cameroon and Mokoko-Onge,Cameroon,649,1311.29,55.5,18.33,1
Tsaratanana Strict Nature Reserve and extension,Madagascar,650,1710.99,35.73,12.55,1
El Yunque,Puerto Rico (to USA),651,232.05,84.51,45.52,1
Mount Kasigau,Kenya,652,24.04,0,9.75,1
Kau Forest,USA,653,565.52,37.36,9.64,1
São Miguel - Sul,Portugal,654,19.06,71.43,33.44,1
Pitons Management Area,St Lucia,655,36.77,45.45,31.22,1
Dinira National Park and surrounding areas (Refugio de Fauna Silvestre y Reserva de Pesca Parque Nacional Dinira IBA),Venezuela,656,702.6,76.82,18.55,1
Molokai Island marine,USA,657,260.26,19.74,22.09,1
Mount Bandila-an,Philippines,658,47.57,0,23.49,1
Two Peoples Bay and Mount Manypeaks,Australia,659,256.98,40.66,13.52,1
Cross River National Park: Okwangwo Division,Nigeria,660,1173.5,74.64,14.65,1
Sierra Bermeja and Laguna Cartagena,Puerto Rico (to USA),661,32.74,20,35.76,1
Danau Rana,Indonesia,662,783.5,0,3.74,1
Oahu Uplands,USA,663,605.4,4.76,35.26,1
Kalakad-Mundanthurai Tiger Reserve,India,664,925.7,48.16,21.29,1
Sanana,Indonesia,665,278.62,0,19.09,1
Cristal Mayu y Alrededores,Bolivia,666,348.77,0.94,16.74,1
Palos Verdes,USA,667,28.6,10.01,38.97,1
Nanmaoling,China (mainland),668,273.39,15.47,12.42,1
Todo Repok,Indonesia,669,227.94,0,13.92,1
Kargı River Valley,Turkey,670,132.54,0,21.69,1
Una,Brazil,671,362.13,63.3,16.92,1
Campo Grande,Brazil,672,274.43,1.15,51.23,1
Cordillera de Colán,Peru,673,1582.88,61.04,12.63,1
Southwest of Laguna Blanca National Park,Argentina,674,365.77,0,6.09,1
Isla Tilgo,Chile,675,2.99,0,13,1
Karso del Sur,Puerto Rico (to USA),676,108.04,51.52,38.62,1
Anjouan coral reefs,Comoros,677,16.82,0,18.41,1
Ghaghah,United Arab Emirates,678,3.13,0,NA,1
North Otago,New Zealand,679,21.81,44.39,16.2,1
Edough,Algeria,680,33.02,0,39.2,1
Blue Mountains,Jamaica,681,510.54,90.38,24.42,1
Ngoc Linh,Vietnam,682,701.16,93.84,19.06,1
Cuevas de Anzota,Chile,683,6.53,0,26.11,1
Coelacanthe area,Comoros,684,64.04,0,21.71,1
Armash fish-farm,Armenia,685,60.86,4.35,24.83,1
Tahuata,French Polynesia,686,50.86,0,7.01,1
Parque Nacional Natural Tatamá,Colombia,687,723.45,69.67,15.26,1
Wynaad Wildlife Sanctuary,India,688,549.32,77.31,17.05,1
La Forzosa-Santa Gertrudis,Colombia,689,85.41,0,21.93,1
Zombitse-Vohibasia National Park and extension,Madagascar,690,886.38,63.77,11.15,1
Laguna de la Cocha,Colombia,691,598.83,57.47,23.34,1
North New Georgia,Solomon Islands,692,221.52,0,14,1
Reserva Ecológica Comunal Loma Alta,Ecuador,693,120.41,0,16.48,1
Hiva Oa,French Polynesia,694,278.17,0,5.92,1
Gunung Masigit-Kareumbi,Indonesia,695,396.23,0.86,18,1
Massifs du Grand Sud - entre le mont Humboldt et la rivière Bleue,New Caledonia (to France),696,871.17,34.79,12.34,1
Agano River,Japan,697,38.03,7.14,54.85,1
Cordillera de Huancabamba,Peru,698,620.38,7.18,21.4,1
Ambositra-Vondrozo Corridor NPA (COFAV),Madagascar,699,2205.73,0,16.78,1
Andrafiamena NAP,Madagascar,700,664.13,0,15.73,1
Central CA MAMU,USA,701,5.48,0,21.95,1
"San Mateo/Monterey, CA",USA,702,68.73,91.98,43.38,1
Yungas Inferiores de Carrasco,Bolivia,703,5185.58,98.79,17.19,1
Cienaga de Lanier y Sur de la Isla de la Juventud,Cuba,704,1024.38,99.69,19.83,1
Reserva Ecológica Manglares-Churute,Ecuador,705,460.83,98.51,15.9,1
Gunung Salak,Indonesia,706,95.71,3.57,15.03,1
Laguna Bávaro,Dominican Republic,707,19.57,83.33,29.72,1
Llamaquizú stream,Peru,708,294.45,82.76,7.69,1
Maricao and Susúa,Puerto Rico (to USA),709,170.12,82.69,41.23,1
Punta Cana,Dominican Republic,710,29.37,0,31.73,1
Central Volcanic Cordillera,Costa Rica,711,2232.67,84.07,24.3,1
Wayaloar,Indonesia,712,161.72,0,11.62,1
Nyamuriro swamp,Uganda,713,110.13,12.5,22.57,1
Ampasindava Bay wetlands,Madagascar,714,527.93,0,18.8,1
"Tetiaroa, Moorea et Tahiti Marine",French Polynesia,715,160.76,0,21.15,1
Bosque Protector Jatumpamba-Jorupe,Ecuador,716,151.03,0,21.49,1
San Clemente Island,USA,717,147.4,0,12.96,1
Manongarivo Future SAPM,Madagascar,718,724.44,19.82,9.74,1
Haraz mountains,Yemen,719,359.03,0,14.81,1
Tubuai Island,French Polynesia,720,41.08,0,9.33,1
Relict Forests of the Central Plateau,Mauritius,721,222.69,14.49,32.4,1
Trus Madi Range,Malaysia,722,859.85,0,12.28,1
Kon Ka Kinh,Vietnam,723,503.7,99.34,15.05,1
Mount Mbam,Cameroon,724,188.3,0,15.08,1
Brejo dos Cavalos,Brazil,725,149.84,0,17.48,1
Entoto Natural Park and escarpment,Ethiopia,726,50.98,0,39.7,1
Le Pouce - Anse Courtois - Pieter Both - Montagne Longue,Mauritius,727,61.39,10.52,47.57,1
Mount Apo Natural Park,Philippines,728,1212.84,51.56,17.2,1
Cordillera de Huacamayos-San Isidro-Sierra Azul,Ecuador,729,874.24,91.34,15.58,1
Fan Si Pan,Vietnam,730,630.92,62.62,16.45,1
Palanda,Ecuador,731,198.99,0,17.71,1
Serra Bonita,Brazil,732,142.69,0,17.59,1
Sierra Carral,Guatemala,733,305.25,0,21.08,1
Guadalupe,Brazil,734,319.88,19.15,31.82,1
Intag-Toisán,Ecuador,735,543.86,3.8,21.02,1
Reserva Natural Tambito,Colombia,736,13.76,0,19.23,1
Playa Pilolcura,Chile,737,7.95,0,17.98,1
Desembocadura del río Chauhuín,Chile,738,10.55,25,15,1
Government Forest Reserve,St Lucia,739,157.06,97.87,26.61,1
Ukaguru Mountains,Tanzania,740,365.99,99.07,14,1
Neyyar Wildlife Sanctuary,India,741,153.18,95.56,16.42,1
Waratalgoda,Sri Lanka,742,71.82,0,16.85,1
Bimbini area and la Selle Islet,Comoros,743,26.92,0,23.01,1
San Vicente Lachixío,Mexico,744,527.41,0,14.34,1
Nangalili,Indonesia,745,17.01,0,9.66,1
Parque Nacional Laguna de La Restinga,Venezuela,746,155.43,28.26,30.36,1
Valley of Tafi,Argentina,747,445.28,12.41,13.85,1
Gunung Tilu-Simpang,Indonesia,748,368.78,62.03,17.99,1
Telaga Warna-Cibulao,Indonesia,749,41.03,0,24.33,1
Jianfengling,China (mainland),750,342.19,78.1,18.19,1
6 km south of Ocobamba,Peru,751,969.21,4.84,14.43,1
Cordillera Carabaya,Peru,752,337.61,0,6.98,1
Tsitongambarika NPA,Madagascar,753,875.78,1.43,16.33,1
Kunua Plains and Mount Balbi,Papua New Guinea,754,855.95,0,12.65,1
Santiaguito Volcano (part of Guatemalan/Mexican Pacific Coastal Mountains AZE),Guatemala,755,1331.56,37,24.65,1
Parque Nacional Páramos Batallón y La Negra and surrounding areas,Venezuela,756,1444.86,61.09,19.71,1
Sierpe Wetlands and Osa Peninsula,Costa Rica,757,2273.13,65.43,24.55,1
Shimba Hills,Kenya,758,329.54,95.83,16.3,1
La Planada Natural Reserve (Reserva Natural La Planada IBA),Colombia,759,72.27,85.71,18.44,1
"Santa Barbara Basin, CA",USA,760,499.36,94.3,38.99,1
Parque Natural Regional Páramo del Duende,Colombia,761,456.63,45.87,12.52,1
Huachuca Mountains and surrounding area,USA,762,308.41,47.63,15.03,1
Gunung Papandayan-Kamojang,Indonesia,763,85.37,88,30.81,1
Río Mantaro-Cordillera Central,Peru,764,228.89,0,18.52,1
Wuyumen,China (mainland),765,18.03,0,23.36,1
Amarambalam Reserved Forest - Nilambur,India,766,904.46,1.49,14.41,1
Central Savaii Rainforest,Samoa,767,1020.31,0,NA,1
Pagai Selatan,Indonesia,768,866.23,0,13.05,1
Cosñipata Valley,Peru,769,905.41,18.52,9.87,1
Territorio Étnico Awá y alrededores,Ecuador,770,2154.47,0.64,13.65,1
El Palmito,Mexico,771,340.81,10.18,17,1
Caño Tiburones,Puerto Rico (to USA),772,68.57,90.48,48.98,1
Laguna Tortuguero,Puerto Rico (to USA),773,35.92,81.82,44.54,1
Gunung Malabar,Indonesia,774,20.5,0,21.71,1
Brahmagiri Wildlife Sanctuary,India,775,316.48,0,14.48,1
Cabo Engaño,Dominican Republic,776,26.13,0,20.75,1
Central Panay mountains,Philippines,777,1411.37,33,18.01,1
Pico Cristal,Cuba,778,264.31,98.78,15.04,1
Valle de Sibundoy y Laguna de la Cocha,Colombia,779,1765.59,27.48,18.54,1
Anjozorobe Forest,Madagascar,780,689.33,0,17.75,1
East Makira,Solomon Islands,781,1674.48,0,13.75,1
Cayapas-Santiago-Wimbí,Ecuador,782,674.6,5.1,13.8,1
Sierra Nevada de Santa Marta National Natural Park and surrounding areas,Colombia,783,5627.94,81.61,18.1,1
Altos de Campana National Park,Panama,784,95.27,92.86,26.85,1
Boa Nova / Serra da Ouricana,Brazil,785,303.38,72.53,18.12,1
Rio Grande,Jamaica,786,58.88,22.22,24.5,1
Reserva Comunal Bosque de Angashcola,Ecuador,787,20.59,16.67,18.03,1
Cikepuh,Indonesia,788,170.73,72,26.09,1
Limushan,China (mainland),789,208.09,0,18.17,1
Mil Cumbres,Cuba,790,276.2,88.51,21.57,1
Arabuko-Sokoke Forest,Kenya,791,525.77,86.93,19.16,1
Cerro Santiago,Panama,792,874.77,0,17.34,1
Andavakoera Classified Forest NAP,Madagascar,793,248.12,0,15.17,1
Lomos de Atocongo,Peru,794,363.3,0,21.68,1
Chiñama,Peru,795,140.34,0,11.1,1
Alrededores de Amaluza,Ecuador,796,1399.13,15.48,14.16,1
Sierra Norte de Oaxaca II,Mexico,797,3049.71,0,20.06,1
Catacocha,Ecuador,798,72.11,0,23.06,1
Desembocadura del Río Maipo,Chile,799,17.2,0,45.39,1
Restinga de Maçambaba e Ilha de Cabo Frio,Brazil,800,196.57,75.8,35.65,1
Likupang,Indonesia,801,10.32,0,22.52,1
Monte Albo,Italy,802,240.81,61.96,20.37,1
Faial,Portugal,803,29.6,72.71,31.55,1
São José da Laje / Canhotinho,Brazil,804,105.4,0,20.48,1
Gunung Manembo-nembo,Indonesia,805,92.91,88.89,20.15,1
Point Hill,Jamaica,806,78.52,0,26.61,1
Ledong,China (mainland),807,55.4,17.64,23.38,1
Parque Nacional Natural Chingaza and surroundings,Colombia,808,1135.78,95.47,17.2,1
Rairaimatuku Highlands,Fiji,809,380.19,12.94,10.06,1
Taveuni Marine,Fiji,810,365.84,41.42,12.96,1
Eaglenest and Sessa Sanctuaries,India,811,472.05,23.37,10.39,1
Bosque Protector Cerro Blanco,Ecuador,812,196.08,0,24.39,1
Posarae Catchments,Solomon Islands,813,102.43,0,10.97,1
Centro Científico Río Palenque,Ecuador,814,13.77,0,27.81,1
Ambato-Boeny,Madagascar,815,208.04,0,20.17,1
Cerro Cantagallo,Honduras,816,190.27,31.58,21.08,1
Sierra de Miahuatlán,Mexico,817,2795.74,2.13,22.03,1
Morowali,Indonesia,818,2976.37,77.34,3.73,1
Loza Bay wetlands,Madagascar,819,822.42,0,16.98,1
Litchfield Mountain - Matheson's Run,Jamaica,820,235.31,62.5,22.6,1
Paghman Mountains,Afghanistan,821,382.57,0,21.23,1
Tehachapi Mountains,USA,822,440.13,20.5,7.73,1
Chandubi Lake and adjoining areas,India,823,111.5,0,10.33,1
Bajomote - Pondipondi,Indonesia,824,588.46,0,17.94,1
Estação Veracruz,Brazil,825,132.12,5,21.14,1
Sierra La Culata and Sierra Nevada National Parks and surrounding areas,Venezuela,826,6145.33,64.68,17.3,1
